path	source_url	title	venue	original_bytes	compressed_bytes	current_bytes
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/An_Adaptive_Fast_Multipole_Accelerated_Hybrid_Boundary_Integral_Equation_Method_for_Accurate_Diffusion_Curves.pdf	https://doi.org/10.1145/3618374	An Adaptive Fast-Multipole-Accelerated Hybrid Boundary Integral Equation Method for Accurate Diffusion Curves	SIGGRAPH ASIA 2023	137247397	1740325	1740325
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Example_Based_Feature_Painting_on_Textures.pdf	https://dl.acm.org/doi/pdf/10.1145/3763301	Example-Based Feature Painting on Textures	SIGGRAPH ASIA 2025	135587363	7366948	7366948
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Automatic_Sampling_for_Discontinuities_in_Differentiable_Shaders.pdf	https://dl.acm.org/doi/pdf/10.1145/3763291	Automatic Sampling for Discontinuities in Differentiable Shaders	SIGGRAPH ASIA 2025	133438601	3233657	3233657
obsidian-vault/paperPDFs/SIGGRAPH_2024/RGB_X_Image_Decomposition_and_Synthesis_Using_Material_and_Lighting_aware_Diffusion_Models.pdf	https://dl.acm.org/doi/pdf/10.1145/3641519.3657445	RGB↔X: Image Decomposition and Synthesis Using Material- and Lighting-aware Diffusion Models	SIGGRAPH 2024	132319512	818190	818190
obsidian-vault/paperPDFs/SIGGRAPH_2025/TetWeave_Isosurface_Extraction_using_On_The_Fly_Delaunay_Tetrahedral_Grids_for_Gradient_Based_Mesh_Optimization.pdf	https://dl.acm.org/doi/pdf/10.1145/3730851	TetWeave: Isosurface Extraction using On-The-Fly Delaunay Tetrahedral Grids for Gradient-Based Mesh Optimization	SIGGRAPH 2025	131288689	2034146	2034146
obsidian-vault/paperPDFs/SIGGRAPH_2022/Semantically_Supervised_Appearance_Decomposition_for_Virtual_Staging_From_a_Single_Panorama.pdf	https://arxiv.org/pdf/2205.13150.pdf	Semantically Supervised Appearance Decomposition for Virtual Staging From a Single Panorama	SIGGRAPH 2022	130971584	1069273	1069273
obsidian-vault/paperPDFs/SIGGRAPH_2022/Grid_free_Monte_Carlo_for_PDEs_With_Spatially_Varying_Coefficients.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530134	Grid-free Monte Carlo for PDEs With Spatially Varying Coefficients	SIGGRAPH 2022	130892024	3859585	3859585
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Interactive_exploration_of_tension_compression_mixed_shells.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555438	Interactive exploration of tension-compression mixed shells	SIGGRAPH ASIA 2022	130078026	1411567	1411567
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Magic_Fixup_Streamlining_Photo_Editing_by_Watching_Dynamic_Videos.pdf	https://dl.acm.org/doi/pdf/10.1145/3750722	Magic Fixup: Streamlining Photo Editing by Watching Dynamic Videos	SIGGRAPH ASIA 2025	129154788	4200857	4200857
obsidian-vault/paperPDFs/SIGGRAPH_2023/Effect_based_Multi_viewer_Caching_for_Cloud_native_Rendering.pdf	https://doi.org/10.1145/3592431	Effect-based Multi-viewer Caching for Cloud-native Rendering	SIGGRAPH 2023	128995670	2781087	2781087
obsidian-vault/paperPDFs/SIGGRAPH_2023/Micro_Mesh_Construction.pdf	https://dl.acm.org/doi/pdf/10.1145/3592440	Micro-Mesh Construction	SIGGRAPH 2023	128743883	4315210	4315210
obsidian-vault/paperPDFs/SIGGRAPH_2022/Joint_Neural_Phase_Retrieval_and_Compression_for_Energy_and_Computation_efficient_Holography_on_the_Edge.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530070	Joint Neural Phase Retrieval and Compression for Energy- and Computation-efficient Holography on the Edge	SIGGRAPH 2022	127612052	1310548	1310548
obsidian-vault/paperPDFs/SIGGRAPH_2023/In_Timestep_Remeshing_for_Contacting_Elastodynamics.pdf	https://dl.acm.org/doi/pdf/10.1145/3592428	In-Timestep Remeshing for Contacting Elastodynamics	SIGGRAPH 2023	127524276	1197456	1197456
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Tencers_Tension_Constrained_Elastic_Rods.pdf	https://dl.acm.org/doi/pdf/10.1145/3687967	Tencers: Tension-Constrained Elastic Rods	SIGGRAPH ASIA 2024	126040386	1517788	1517788
obsidian-vault/paperPDFs/SIGGRAPH_2024/MVD_2_Efficient_Multiview_3D_Reconstruction_for_Multiview_Diffusion.pdf	https://doi.org/10.1145/3641519.3657403	MVD^2: Efficient Multiview 3D Reconstruction for Multiview Diffusion	SIGGRAPH 2024	126003156	2018426	2018426
obsidian-vault/paperPDFs/SIGGRAPH_2024/NeurCADRecon_Neural_Representation_for_Reconstructing_CAD_Surfaces_by_Enforcing_Zero_Gaussian_Curvature.pdf	https://doi.org/10.1145/3658171	NeurCADRecon: Neural Representation for Reconstructing CAD Surfaces by Enforcing Zero Gaussian Curvature	SIGGRAPH 2024	124632133	1244546	1244546
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Differentiable_Light_Transport_with_Gaussian_Surfels_via_Adapted_Radiosity_for_Efficient_Relighting_and_Geometry_Reconstruction.pdf	https://dl.acm.org/doi/pdf/10.1145/3763305	Differentiable Light Transport with Gaussian Surfels via Adapted Radiosity for Efficient Relighting and Geometry Reconstruction	SIGGRAPH ASIA 2025	124042243	1557557	1557557
obsidian-vault/paperPDFs/SGP_2025/The_Affine_Heat_Method.pdf	https://www.yousufsoliman.com/projects/download/AffineHeatMethod.pdf	The Affine Heat Method	SGP 2025	124024903	2431908	2431908
obsidian-vault/paperPDFs/SIGGRAPH_2023/Winding_Numbers_on_Discrete_Surfaces.pdf	https://dl.acm.org/doi/pdf/10.1145/3592401	Winding Numbers on Discrete Surfaces	SIGGRAPH 2023	121565443	1993010	1993010
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Strands2Cards_Automatic_Generation_of_Hair_Cards_from_Strands.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763864	Strands2Cards: Automatic Generation of Hair Cards from Strands	SIGGRAPH ASIA 2025	121167312	1064013	1064013
obsidian-vault/paperPDFs/SIGGRAPH_2025/Single_Edge_Collapse_Quad_Dominant_Mesh_Reduction.pdf	https://dl.acm.org/doi/pdf/10.1145/3731143	Single Edge Collapse Quad-Dominant Mesh Reduction	SIGGRAPH 2025	120617010	2210552	2210552
obsidian-vault/paperPDFs/SIGGRAPH_2025/NeurCross_A_Neural_Approach_to_Computing_Cross_Fields_for_Quad_Mesh_Generation.pdf	https://dl.acm.org/doi/pdf/10.1145/3731159	NeurCross: A Neural Approach to Computing Cross Fields for Quad Mesh Generation	SIGGRAPH 2025	119545355	2479143	2479143
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Force_Dual_Modes_Subspace_Design_from_Stochastic_Forces.pdf	https://dl.acm.org/doi/pdf/10.1145/3763310	Force-Dual Modes: Subspace Design from Stochastic Forces	SIGGRAPH ASIA 2025	119069068	1973906	1973906
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/LookUp3D_Data_Driven_3D_Scanning.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763986	LookUp3D: Data-Driven 3D Scanning	SIGGRAPH ASIA 2025	118076069	1503392	1503392
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Fast_Editing_of_Singularities_in_Field_Aligned_Stripe_Patterns.pdf	https://dl.acm.org/doi/pdf/10.1145/3550469.3555387	Fast Editing of Singularities in Field-Aligned Stripe Patterns	SIGGRAPH ASIA 2022	117552098	1078116	1078116
obsidian-vault/paperPDFs/SIGGRAPH_2023/CT2Hair_High_fidelity_3D_Hair_Modeling_Using_Computed_Tomography.pdf	https://dl.acm.org/doi/pdf/10.1145/3592106	CT2Hair: High-fidelity 3D Hair Modeling Using Computed Tomography	SIGGRAPH 2023	117312116	1253806	1253806
obsidian-vault/paperPDFs/SIGGRAPH_2025/Inverse_Geometric_Locomotion.pdf	https://dl.acm.org/doi/pdf/10.1145/3731187	Inverse Geometric Locomotion	SIGGRAPH 2025	115536236	952665	952665
obsidian-vault/paperPDFs/SIGGRAPH_2024/Deep_Fourier_based_Arbitrary_scale_Super_resolution_for_Real_time_Rendering.pdf	https://dl.acm.org/doi/pdf/10.1145/3641519.3657439	Deep Fourier-based Arbitrary-scale Super-resolution for Real-time Rendering	SIGGRAPH 2024	115531558	1231442	1231442
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Realistic_Cloth_Rendering_with_a_Ray_Wave_Hybrid_Shading_Model.pdf	https://dl.acm.org/doi/pdf/10.1145/3763359	Realistic Cloth Rendering with a Ray-Wave Hybrid Shading Model	SIGGRAPH ASIA 2025	113092045	6007868	6007868
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Slippage_Preserving_Reshaping_of_Human_Made_3D_Content.pdf	https://dl.acm.org/doi/pdf/10.1145/3618391	Slippage-Preserving Reshaping of Human-Made 3D Content	SIGGRAPH ASIA 2023	112964356	1538744	1538744
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Multi_color_Holograms_Improve_Brightness_in_Holographic_Displays.pdf	https://doi.org/10.1145/3610548.3618135	Multi-color Holograms Improve Brightness in Holographic Displays	SIGGRAPH ASIA 2023	112703727	1018961	1018961
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Fine_Grained_Spatially_Varying_Material_Selection_in_Images.pdf	https://dl.acm.org/doi/pdf/10.1145/3763332	Fine-Grained Spatially Varying Material Selection in Images	SIGGRAPH ASIA 2025	112309517	1660516	1660516
obsidian-vault/paperPDFs/SIGGRAPH_2022/Efficient_Kinetic_Simulation_of_Two_Phase_Flows.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530132	Efficient Kinetic Simulation of Two-Phase Flows	SIGGRAPH 2022	111994794	849129	849129
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Hydrophobic_and_Hydrophilic_Solid_Fluid_Interaction.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555478	Hydrophobic and Hydrophilic Solid-Fluid Interaction	SIGGRAPH ASIA 2022	110620751	6321638	6321638
obsidian-vault/paperPDFs/SIGGRAPH_2023/A_Practical_Wave_Optics_Reflection_Model_for_Hair_and_Fur.pdf	https://dl.acm.org/doi/pdf/10.1145/3592446	A Practical Wave Optics Reflection Model for Hair and Fur	SIGGRAPH 2023	109732597	1018137	1018137
obsidian-vault/paperPDFs/SIGGRAPH_2023/Second_order_Stencil_Descent_for_Interior_point_Hyperelasticity.pdf	https://dl.acm.org/doi/pdf/10.1145/3592104	Second-order Stencil Descent for Interior-point Hyperelasticity	SIGGRAPH 2023	108351087	1171879	1171879
obsidian-vault/paperPDFs/SIGGRAPH_2024/Real_time_Neural_Woven_Fabric_Rendering.pdf	https://doi.org/10.1145/3641519.3657496	Real-time Neural Woven Fabric Rendering	SIGGRAPH 2024	106388413	1578875	1578875
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Cafca_High_quality_Novel_View_Synthesis_of_Expressive_Faces_from_Casual_Few_shot_Captures.pdf	https://dl.acm.org/doi/pdf/10.1145/3680528	Cafca: High-quality Novel View Synthesis of Expressive Faces from Casual Few-shot Captures	SIGGRAPH ASIA 2024	105185547	927125	927125
obsidian-vault/paperPDFs/SIGGRAPH_2024/Capacitive_Touch_Sensing_on_General_3D_Surfaces.pdf	https://dl.acm.org/doi/pdf/10.1145/3658185	Capacitive Touch Sensing on General 3D Surfaces	SIGGRAPH 2024	105041964	1194036	1194036
obsidian-vault/paperPDFs/SIGGRAPH_2025/QUASAR_Quad_based_Adaptive_Streaming_And_Rendering.pdf	https://dl.acm.org/doi/pdf/10.1145/3731213	QUASAR: Quad-based Adaptive Streaming And Rendering	SIGGRAPH 2025	104896562	2884803	2884803
obsidian-vault/paperPDFs/SIGGRAPH_2022/ASSET_Autoregressive_Semantic_Scene_Editing_With_Transformers_at_High_Resolutions.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530172	ASSET: Autoregressive Semantic Scene Editing With Transformers at High Resolutions	SIGGRAPH 2022	104665008	969079	969079
obsidian-vault/paperPDFs/SIGGRAPH_2022/SNeRF_Stylized_Neural_Implicit_Representations_for_3D_Scenes.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530107	SNeRF: Stylized Neural Implicit Representations for 3D Scenes	SIGGRAPH 2022	104391252	1605740	1605740
obsidian-vault/paperPDFs/SIGGRAPH_2022/Umbrella_Meshes_Elastic_Mechanisms_for_Freeform_Shape_Deployment.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530089	Umbrella Meshes: Elastic Mechanisms for Freeform Shape Deployment	SIGGRAPH 2022	104383174	1690840	1690840
obsidian-vault/paperPDFs/SIGGRAPH_2025/Monocular_Online_Reconstruction_with_Enhanced_Detail_Preservation.pdf	https://arxiv.org/pdf/2505.07887.pdf	Monocular Online Reconstruction with Enhanced Detail Preservation	SIGGRAPH 2025	103226658	4023625	4023625
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Large_Scale_Farm_Scene_Modeling_from_Remote_Sensing_Imagery.pdf	https://dl.acm.org/doi/pdf/10.1145/3687918	Large Scale Farm Scene Modeling from Remote Sensing Imagery	SIGGRAPH ASIA 2024	102915737	687042	687042
obsidian-vault/paperPDFs/SIGGRAPH_2023/Variational_Quasi_harmonic_Maps_for_Computing_Diffeomorphisms.pdf	https://dl.acm.org/doi/pdf/10.1145/3592105	Variational Quasi-harmonic Maps for Computing Diffeomorphisms	SIGGRAPH 2023	102597868	4562897	4562897
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Designing_triangle_meshes_with_controlled_roughness.pdf	https://dl.acm.org/doi/pdf/10.1145/3687940	Designing triangle meshes with controlled roughness	SIGGRAPH ASIA 2024	102339645	1604337	1604337
obsidian-vault/paperPDFs/SIGGRAPH_2022/Penetration_free_Projective_Dynamics_on_the_GPU.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530069	Penetration-free Projective Dynamics on the GPU	SIGGRAPH 2022	101921390	1994362	1994362
obsidian-vault/paperPDFs/SIGGRAPH_2025/Controllable_Complex_Freezing_Dynamics_Simulation_on_Thin_Films.pdf	https://dl.acm.org/doi/pdf/10.1145/3731170	Controllable Complex Freezing Dynamics Simulation on Thin Films	SIGGRAPH 2025	101635151	1022896	1022896
obsidian-vault/paperPDFs/SIGGRAPH_2024/Stochastic_Computation_of_Barycentric_Coordinates.pdf	https://dl.acm.org/doi/pdf/10.1145/3658131	Stochastic Computation of Barycentric Coordinates	SIGGRAPH 2024	101251348	1065361	1065361
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/NESI_Neural_Explicit_Shape_Intersection_Based_Geometry_Representation.pdf	https://dl.acm.org/doi/pdf/10.1145/3742893	NESI: Neural Explicit-Shape-Intersection-Based Geometry Representation	SIGGRAPH ASIA 2025	101027494	3639140	3639140
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Volume_Scattering_Probability_Guiding.pdf	https://kehanxuuu.github.io/vspg-website/	Volume Scattering Probability Guiding	SIGGRAPH ASIA 2024	100845909	1406716	1406716
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/SOL_NeRF_Sunlight_Modeling_for_Outdoor_Scene_Decomposition_and_Relighting.pdf	https://doi.org/10.1145/3610548.3618143	SOL-NeRF: Sunlight Modeling for Outdoor Scene Decomposition and Relighting	SIGGRAPH ASIA 2023	100695071	2412615	2412615
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/NU_NeRF_Neural_Reconstruction_of_Nested_Transparent_Objects_with_Uncontrolled_Capture_Environment.pdf	https://dl.acm.org/doi/pdf/10.1145/3687757	NU-NeRF: Neural Reconstruction of Nested Transparent Objects with Uncontrolled Capture Environment	SIGGRAPH ASIA 2024	100288693	1278711	1278711
obsidian-vault/paperPDFs/SIGGRAPH_2026/Neural_Cellular_Automata_From_Cells_to_Pixels.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_264&sess=sess112	Neural Cellular Automata: From Cells to Pixels	SIGGRAPH 2026	99578217	2883297	2883297
obsidian-vault/paperPDFs/SIGGRAPH_2024/Variational_Feature_Extraction_in_Scientific_Visualization.pdf	https://doi.org/10.1145/3658219	Variational Feature Extraction in Scientific Visualization	SIGGRAPH 2024	99476363	827841	827841
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Simplifying_Textured_Triangle_Meshes_in_the_Wild.pdf	https://dl.acm.org/doi/pdf/10.1145/3763277	Simplifying Textured Triangle Meshes in the Wild	SIGGRAPH ASIA 2025	99101854	1836790	1836790
obsidian-vault/paperPDFs/SIGGRAPH_2024/VRMM_A_Volumetric_Relightable_Morphable_Head_Model.pdf	https://doi.org/10.1145/3641519.3657406	VRMM: A Volumetric Relightable Morphable Head Model	SIGGRAPH 2024	98972763	1138631	1138631
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Efficient_Cone_Singularity_Construction_for_Conformal_Parameterizations.pdf	https://dl.acm.org/doi/pdf/10.1145/3618407	Efficient Cone Singularity Construction for Conformal Parameterizations	SIGGRAPH ASIA 2023	98610047	1657423	1657423
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/PanoDreamer_Optimization_Based_Single_Image_to_360_3D_Scene_With_Diffusion.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763883	PanoDreamer: Optimization-Based Single Image to 360 3D Scene With Diffusion	SIGGRAPH ASIA 2025	98485235	1021034	1021034
obsidian-vault/paperPDFs/SIGGRAPH_2022/Simulation_and_Optimization_of_Magnetoelastic_Thin_Shells.pdf	https://doi.org/10.1145/3528223.3530142	Simulation and Optimization of Magnetoelastic Thin Shells	SIGGRAPH 2022	98435430	1694448	1694448
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/UTDesign_A_Unified_Framework_for_Stylized_Text_Editing_and_Generation_in_Graphic_Design_Images.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763923	UTDesign: A Unified Framework for Stylized Text Editing and Generation in Graphic Design Images	SIGGRAPH ASIA 2025	96970037	1538865	1538865
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Text_Guided_Synthesis_of_Eulerian_Cinemagraphs.pdf	https://dl.acm.org/doi/pdf/10.1145/3618326	Text-Guided Synthesis of Eulerian Cinemagraphs	SIGGRAPH ASIA 2023	95885511	2352305	2352305
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Neural_Kinematic_Bases_for_Fluids.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763925	Neural Kinematic Bases for Fluids	SIGGRAPH ASIA 2025	95734392	3227473	3227473
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Curl_Flow_Boundary_Respecting_Pointwise_Incompressible_Velocity_Interpolation_for_Grid_Based_Fluids.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555498	Curl-Flow: Boundary-Respecting Pointwise Incompressible Velocity Interpolation for Grid-Based Fluids	SIGGRAPH ASIA 2022	95133243	1713934	1713934
obsidian-vault/paperPDFs/SIGGRAPH_2025/Curl_Quantization_for_Automatic_Placement_of_Knit_Singularities.pdf	https://dl.acm.org/doi/pdf/10.1145/3721238.3730715	Curl Quantization for Automatic Placement of Knit Singularities	SIGGRAPH 2025	95010534	556824	556824
obsidian-vault/paperPDFs/SIGGRAPH_2026/ArtiFixer_Enhancing_and_Extending_3D_Reconstruction_with_Auto_Regressive_Diffusion_Models.pdf	https://arxiv.org/abs/2603.00492	ArtiFixer: Enhancing and Extending 3D Reconstruction with Auto-Regressive Diffusion Models	SIGGRAPH 2026	94922908	1286568	1286568
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/A_Biologically_Inspired_Hair_Aging_Model.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555444	A Biologically Inspired Hair Aging Model	SIGGRAPH ASIA 2022	93721761	614459	614459
obsidian-vault/paperPDFs/SIGGRAPH_2024/Lightning_fast_Method_of_Fundamental_Solutions.pdf	https://dl.acm.org/doi/pdf/10.1145/3658199	Lightning-fast Method of Fundamental Solutions	SIGGRAPH 2024	93340012	1112473	1112473
obsidian-vault/paperPDFs/SIGGRAPH_2024/Fabricable_3D_Wire_Art.pdf	https://dl.acm.org/doi/pdf/10.1145/3641519.3657453	Fabricable 3D Wire Art	SIGGRAPH 2024	92857787	1417853	1417853
obsidian-vault/paperPDFs/SIGGRAPH_2023/ColorfulCurves_Palette_aware_Lightness_Control_and_Color_Editing_via_Sparse_Optimization.pdf	https://dl.acm.org/doi/pdf/10.1145/3592405	ColorfulCurves: Palette-aware Lightness Control and Color Editing via Sparse Optimization	SIGGRAPH 2023	92096174	6074577	6074577
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Fabricable_Discretized_Ruled_Surfaces.pdf	https://dl.acm.org/doi/pdf/10.1145/3734519	Fabricable Discretized Ruled Surfaces	SIGGRAPH ASIA 2025	91919492	2702305	2702305
obsidian-vault/paperPDFs/CVPR_2026/ORV_4D_Occupancy_centric_Robot_Video_Generation.pdf	https://arxiv.org/abs/2506.03079	ORV: 4D Occupancy-centric Robot Video Generation	CVPR 2026	91786411	3731349	3731349
obsidian-vault/paperPDFs/CVPR_2026/PaCo_RL_Advancing_Reinforcement_Learning_for_Consistent_Image_Generation_with_Pairwise_Reward_Modeling.pdf	https://arxiv.org/abs/2512.04784	PaCo-RL: Advancing Reinforcement Learning for Consistent Image Generation with Pairwise Reward Modeling	CVPR 2026	91633917	1458837	1458837
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Efficient_Graphics_Representation_with_Differentiable_Indirection.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_602&sess=sess136	Efficient Graphics Representation with Differentiable Indirection	SIGGRAPH ASIA 2023	90866535	1542210	1542210
obsidian-vault/paperPDFs/SIGGRAPH_2025/A_Hybrid_Near_wall_Model_for_Kinetic_Simulation_of_Turbulent_Boundary_Layer_Flows.pdf	https://dl.acm.org/doi/pdf/10.1145/3730829	A Hybrid Near-wall Model for Kinetic Simulation of Turbulent Boundary Layer Flows	SIGGRAPH 2025	90782329	2687556	2687556
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/AniTex_Light_Geometry_Consistent_PBR_Material_Generation_for_Animatable_Objects.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763936	AniTex: Light-Geometry Consistent PBR Material Generation for Animatable Objects	SIGGRAPH ASIA 2025	90541873	1245340	1245340
obsidian-vault/paperPDFs/SIGGRAPH_2025/Diffusing_Winding_Gradients_DWG_A_Parallel_and_Scalable_Method_for_3D_Reconstruction_from_Unoriented_Point_Clouds.pdf	https://dl.acm.org/doi/pdf/10.1145/3727873	Diffusing Winding Gradients (DWG): A Parallel and Scalable Method for 3D Reconstruction from Unoriented Point Clouds	SIGGRAPH 2025	90297051	2448864	2448864
obsidian-vault/paperPDFs/SIGGRAPH_2024/Controllable_Neural_Style_Transfer_for_Dynamic_Meshes.pdf	https://doi.org/10.1145/3641519.3657474	Controllable Neural Style Transfer for Dynamic Meshes	SIGGRAPH 2024	90198088	1380831	1380831
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Reconfigurable_Hinged_Kirigami_Tessellations.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763895	Reconfigurable Hinged Kirigami Tessellations	SIGGRAPH ASIA 2025	89778128	2363685	2363685
obsidian-vault/paperPDFs/SIGGRAPH_2025/Designing_3D_Anisotropic_Frame_Fields_with_Odeco_Tensors.pdf	https://dl.acm.org/doi/pdf/10.1145/3731181	Designing 3D Anisotropic Frame Fields with Odeco Tensors	SIGGRAPH 2025	89345687	1700875	1700875
obsidian-vault/paperPDFs/SIGGRAPH_2024/A_Construct_optimize_Approach_to_Sparse_View_Synthesis_Without_Camera_Pose.pdf	https://dl.acm.org/doi/pdf/10.1145/3641519.3657427	A Construct-optimize Approach to Sparse View Synthesis Without Camera Pose	SIGGRAPH 2024	89085845	1742695	1742695
obsidian-vault/paperPDFs/SIGGRAPH_2024/Seamless_Parametrization_in_Penner_Coordinates.pdf	https://doi.org/10.1145/3658202	Seamless Parametrization in Penner Coordinates	SIGGRAPH 2024	89068284	1333570	1333570
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Neural_Stochastic_Poisson_Surface_Reconstruction.pdf	https://dl.acm.org/doi/pdf/10.1145/3610548.3618162	Neural Stochastic Poisson Surface Reconstruction	SIGGRAPH ASIA 2023	87393283	2280788	2280788
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/SMF_Template_free_and_Rig_free_Animation_Transfer_using_Kinetic_Codes.pdf	https://dl.acm.org/doi/pdf/10.1145/3763309	SMF: Template-free and Rig-free Animation Transfer using Kinetic Codes	SIGGRAPH ASIA 2025	87082583	1089893	1089893
