state,importance,paper_title,venue,project_link_or_github_link,paper_link,sort,pdf_path
Downloaded,,Differentiable Photon Mapping using Generalized Path Gradients,SIGGRAPH ASIA 2024,https://jkxing.github.io/academic/publication/DPMG,https://jkxing.github.io/academic/publication/DPMG,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Differentiable_Photon_Mapping_using_Generalized_Path_Gradients.pdf
Downloaded,,Differentiating Variance for Variance-Aware Inverse Rendering,SIGGRAPH ASIA 2024,https://shuangz.com/projects/psdr-var-sa24/,https://shuangz.com/projects/psdr-var-sa24/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Differentiating_Variance_for_Variance_Aware_Inverse_Rendering.pdf
Downloaded,,DrawingSpinUp: 3D Animation from Single Character Drawings,SIGGRAPH ASIA 2024,https://github.com/LordLiang/DrawingSpinUp,https://lordliang.github.io/DrawingSpinUp/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/DrawingSpinUp_3D_Animation_from_Single_Character_Drawings.pdf
Downloaded,,Dynamic Gaussian Marbles for Novel View Synthesis of Casual Monocular Videos,SIGGRAPH ASIA 2024,https://github.com/coltonstearns/dynamic-gaussian-marbles,https://geometry.stanford.edu/projects/dynamic-gaussian-marbles.github.io/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Dynamic_Gaussian_Marbles_for_Novel_View_Synthesis_of_Casual_Monocular_Videos.pdf
Downloaded,,Dynamic Skeletonization via Variational Medial Axis Sampling,SIGGRAPH ASIA 2024,https://huang46u.github.io/VMAS/,https://huang46u.github.io/VMAS/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Dynamic_Skeletonization_via_Variational_Medial_Axis_Sampling.pdf
Downloaded,,ELMO: Enhanced Real-time LiDAR Motion Capture through Upsampling,SIGGRAPH ASIA 2024,https://arxiv.org/abs/2410.06963,https://arxiv.org/abs/2410.06963,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/ELMO_Enhanced_Real_time_LiDAR_Motion_Capture_through_Upsampling.pdf
Downloaded,,EVSplitting: An Efficient and Visually Consistent Splitting Algorithm for 3D Gaussian Splatting,SIGGRAPH ASIA 2024,https://arxiv.org/abs/2403.09143,https://arxiv.org/abs/2403.09143,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/EVSplitting_An_Efficient_and_Visually_Consistent_Splitting_Algorithm_for_3D_Gaussian_Splatting.pdf
Downloaded,,Efficient GPU Cloth Simulation with Non-distance Barriers and Subspace Reuse,SIGGRAPH ASIA 2024,https://arxiv.org/abs/2403.19272,https://arxiv.org/abs/2403.19272,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Efficient_GPU_Cloth_Simulation_with_Non_distance_Barriers_and_Subspace_Reuse.pdf
Downloaded,,Efficient Neural Path Guiding with 4D Modeling,SIGGRAPH ASIA 2024,https://woaixuexisr.github.io/papers/distributed-guiding/,https://woaixuexisr.github.io/papers/distributed-guiding/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Efficient_Neural_Path_Guiding_with_4D_Modeling.pdf
Downloaded,,EgoAvatar: Egocentric View-Driven and Photorealistic Full-body Avatars,SIGGRAPH ASIA 2024,https://vcai.mpi-inf.mpg.de/projects/EgoAvatar/,https://vcai.mpi-inf.mpg.de/projects/EgoAvatar/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/EgoAvatar_Egocentric_View_Driven_and_Photorealistic_Full_body_Avatars.pdf
Downloaded,,"EgoHDM: An Online Egocentric-Inertial Human Motion Capture, Localization, and Dense Mapping System",SIGGRAPH ASIA 2024,https://handiyin.github.io/EgoHDM/,https://handiyin.github.io/EgoHDM/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/EgoHDM_An_Online_Egocentric_Inertial_Human_Motion_Capture_Localization_and_Dense_Mapping_System.pdf
Downloaded,,End-to-End Hybrid Refractive-Diffractive Lens Design with Differentiable Ray-Wave Model,SIGGRAPH ASIA 2024,https://vccimaging.org/Publications/Yang2024HybridLens/,https://vccimaging.org/Publications/Yang2024HybridLens/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/End_to_End_Hybrid_Refractive_Diffractive_Lens_Design_with_Differentiable_Ray_Wave_Model.pdf
Downloaded,,End-to-end Optimization of Fluidic Lenses,SIGGRAPH ASIA 2024,http://computationalsciences.org/publications/na-2024-fluidic-lenses.html,http://computationalsciences.org/publications/na-2024-fluidic-lenses.html,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/End_to_end_Optimization_of_Fluidic_Lenses.pdf
Downloaded,,Evaluating Visual Perception of Object Motion in Dynamic Environments,SIGGRAPH ASIA 2024,https://www.budmonde.com/projects/motion-estimation/,https://www.budmonde.com/projects/motion-estimation/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Evaluating_Visual_Perception_of_Object_Motion_in_Dynamic_Environments.pdf
Downloaded,,Exact and Efficient Intersection Resolution for Mesh Arrangements,SIGGRAPH ASIA 2024,https://github.com/mangoleaves/OpenMeshCraft,https://mangoleaves.github.io/projects/mesh-arrangements/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Exact_and_Efficient_Intersection_Resolution_for_Mesh_Arrangements.pdf
Downloaded,,FabricDiffusion: High-Fidelity Texture Transfer for 3D Garments Generation from In-The-Wild Images,SIGGRAPH ASIA 2024,https://humansensinglab.github.io/fabric-diffusion/,https://humansensinglab.github.io/fabric-diffusion/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/FabricDiffusion_High_Fidelity_Texture_Transfer_for_3D_Garments_Generation_from_In_The_Wild_Images.pdf
Downloaded,,Fashion-VDM: Video Diffusion Model for Virtual Try-On,SIGGRAPH ASIA 2024,https://johannakarras.github.io/Fashion-VDM/,https://johannakarras.github.io/Fashion-VDM/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Fashion_VDM_Video_Diffusion_Model_for_Virtual_Try_On.pdf
Downloaded,,Fast High-Resolution Image Synthesis with Latent Adversarial Diffusion Distillation,SIGGRAPH ASIA 2024,https://arxiv.org/abs/2403.12015,https://arxiv.org/abs/2403.12015,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Fast_High_Resolution_Image_Synthesis_with_Latent_Adversarial_Diffusion_Distillation.pdf
Downloaded,,Follow-Your-Emoji: Fine-Controllable and Expressive Freestyle Portrait Animation,SIGGRAPH ASIA 2024,https://github.com/mayuelala/FollowYourEmoji,https://follow-your-emoji.github.io/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Follow_Your_Emoji_Fine_Controllable_and_Expressive_Freestyle_Portrait_Animation.pdf
Downloaded,,Frankenstein: Generating Semantic-Compositional 3D Scenes in One Tri-Plane,SIGGRAPH ASIA 2024,https://github.com/Tencent/Frankenstein,https://wolfball.github.io/frankenstein/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Frankenstein_Generating_Semantic_Compositional_3D_Scenes_in_One_Tri_Plane.pdf
Downloaded,,FreeAvatar: Robust 3D Facial Animation Transfer by Learning an Expression Foundation Model,SIGGRAPH ASIA 2024,https://arxiv.org/abs/2409.13180,https://arxiv.org/abs/2409.13180,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/FreeAvatar_Robust_3D_Facial_Animation_Transfer_by_Learning_an_Expression_Foundation_Model.pdf
Downloaded,,From Sim-to-Real: Toward General Event-based Low-light Frame Interpolation with Per-scene Optimization,SIGGRAPH ASIA 2024,https://github.com/OpenImagingLab/Sim2Real,https://naturezhanghn.github.io/sim2real/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/From_Sim_to_Real_Toward_General_Event_based_Low_light_Frame_Interpolation_with_Per_scene_Optimization.pdf
Downloaded,,GGHead: Fast and Generalizable 3D Gaussian Heads,SIGGRAPH ASIA 2024,https://github.com/tobias-kirschstein/gghead,https://tobias-kirschstein.github.io/gghead/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/GGHead_Fast_and_Generalizable_3D_Gaussian_Heads.pdf
Downloaded,,GarVerseLOD: High-Fidelity 3D Garment Reconstruction from a Single In-the-Wild Image using a Dataset with Levels of Details,SIGGRAPH ASIA 2024,https://garverselod.github.io/,https://garverselod.github.io/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/GarVerseLOD_High_Fidelity_3D_Garment_Reconstruction_from_a_Single_In_the_Wild_Image_using_a_Dataset_with_Levels_of_Details.pdf
Downloaded,,Gaussian Opacity Fields: Efficient Adaptive Surface Reconstruction in Unbounded Scenes,SIGGRAPH ASIA 2024,https://github.com/autonomousvision/gaussian-opacity-fields,https://niujinshuchong.github.io/gaussian-opacity-fields/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Gaussian_Opacity_Fields_Efficient_Adaptive_Surface_Reconstruction_in_Unbounded_Scenes.pdf
Downloaded,,GaussianObject: High-Quality 3D Object Reconstruction from Four Views with Gaussian Splatting,SIGGRAPH ASIA 2024,https://github.com/chensjtu/GaussianObject,https://gaussianobject.github.io/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/GaussianObject_High_Quality_3D_Object_Reconstruction_from_Four_Views_with_Gaussian_Splatting.pdf
Downloaded,,Generative Portrait Shadow Removal,SIGGRAPH ASIA 2024,https://arxiv.org/abs/2410.05525,https://arxiv.org/abs/2410.05525,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Generative_Portrait_Shadow_Removal.pdf
Downloaded,,GroomCap: High-Fidelity Prior-Free Hair Capture,SIGGRAPH ASIA 2024,https://syntec-research.github.io/GroomCap/,https://syntec-research.github.io/GroomCap/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/GroomCap_High_Fidelity_Prior_Free_Hair_Capture.pdf
Downloaded,,"HFH-Font: Few-shot Chinese Font Synthesis with Higher Quality, Faster Speed, and Higher Resolution",SIGGRAPH ASIA 2024,https://arxiv.org/abs/2410.06488,https://arxiv.org/abs/2410.06488,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/HFH_Font_Few_shot_Chinese_Font_Synthesis_with_Higher_Quality_Faster_Speed_and_Higher_Resolution.pdf
Downloaded,,Hairmony: Fairness-aware hairstyle classification,SIGGRAPH ASIA 2024,https://arxiv.org/abs/2410.11528,https://arxiv.org/abs/2410.11528,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Hairmony_Fairness_aware_hairstyle_classification.pdf
Downloaded,,High-quality Animatable Eyelid Shapes from Lightweight Captures,SIGGRAPH ASIA 2024,https://github.com/StoryMY/AniEyelid,https://arxiv.org/abs/2410.01360,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/High_quality_Animatable_Eyelid_Shapes_from_Lightweight_Captures.pdf
Downloaded,,"HyperGAN-CLIP: A Unified Framework for Domain Adaptation, Image Synthesis and Manipulation",SIGGRAPH ASIA 2024,https://github.com/basitanees/HyperGAN-CLIP,https://cyberiada.github.io/HyperGAN-CLIP/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/HyperGAN_CLIP_A_Unified_Framework_for_Domain_Adaptation_Image_Synthesis_and_Manipulation.pdf
Downloaded,,I2VEdit: First-Frame-Guided Video Editing via Image-to-Video Diffusion Models,SIGGRAPH ASIA 2024,https://i2vedit.github.io/,https://i2vedit.github.io/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/I2VEdit_First_Frame_Guided_Video_Editing_via_Image_to_Video_Diffusion_Models.pdf
Downloaded,,Identifying Behavioral Correlates to Visual Discomfort,SIGGRAPH ASIA 2024,https://zaguan.unizar.es/record/147735?ln=en,https://zaguan.unizar.es/record/147735?ln=en,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Identifying_Behavioral_Correlates_to_Visual_Discomfort.pdf
Downloaded,,InfNeRF: Towards Infinite Scale NeRF Rendering with O(log n) Space Complexity,SIGGRAPH ASIA 2024,https://github.com/sail-sg/InfNeRF,https://jiabinliang.github.io/InfNeRF.io/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/InfNeRF_Towards_Infinite_Scale_NeRF_Rendering_with_O_log_n_Space_Complexity.pdf
Downloaded,,InstantDrag: Improving Interactivity in Drag-based Image Editing,SIGGRAPH ASIA 2024,https://github.com/alex4727/InstantDrag,https://joonghyuk.com/instantdrag-web/,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/InstantDrag_Improving_Interactivity_in_Drag_based_Image_Editing.pdf
Downloaded,,Inverse Rendering for Tomographic Volumetric Additive Manufacturing,SIGGRAPH ASIA 2024,https://github.com/rgl-epfl/drtvam,https://rgl.epfl.ch/publications/Nicolet2024Inverse,Technical Paper / Technical Papers Fast-Forward and Awards,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Inverse_Rendering_for_Tomographic_Volumetric_Additive_Manufacturing.pdf
