state,importance,paper_title,venue,project_link_or_github_link,paper_link,sort,pdf_path
Downloaded,,Walk on Stars: A Grid-free Monte Carlo Method for PDEs With Neumann Boundary Conditions,SIGGRAPH 2023,https://arxiv.org/abs/2302.11815,https://arxiv.org/abs/2302.11815,Technical Paper / Pushing the Boundaries,obsidian-vault/paperPDFs/SIGGRAPH_2023/Walk_on_Stars_A_Grid_free_Monte_Carlo_Method_for_PDEs_With_Neumann_Boundary_Conditions.pdf
Downloaded,,Word-as-image for Semantic Typography,SIGGRAPH 2023,https://github.com/Shiriluz/Word-As-Image,https://arxiv.org/abs/2303.01818,Technical Paper / Neural Image Generation and Editing,obsidian-vault/paperPDFs/SIGGRAPH_2023/Word_as_image_for_Semantic_Typography.pdf
Downloaded,,Zero-shot Image-to-image Translation,SIGGRAPH 2023,https://github.com/pix2pixzero/pix2pix-zero,https://pix2pixzero.github.io/,Technical Paper / Image and Video Editing,obsidian-vault/paperPDFs/SIGGRAPH_2023/Zero_shot_Image_to_image_Translation.pdf
Downloaded,,Deep Hybrid Camera Deblurring for Smartphone Cameras,SIGGRAPH 2024,https://cg.postech.ac.kr/research/HCDeblur/,https://cg.postech.ac.kr/research/HCDeblur/,Technical Paper / Computational Cameras and Displays,obsidian-vault/paperPDFs/SIGGRAPH_2024/Deep_Hybrid_Camera_Deblurring_for_Smartphone_Cameras.pdf
Downloaded,,DiLightNet: Fine-grained Lighting Control for Diffusion-based Image Generation,SIGGRAPH 2024,https://github.com/iamNCJ/DiLightNet,https://dilightnet.github.io/,Technical Paper / Lighting and Matting With Image Generation,obsidian-vault/paperPDFs/SIGGRAPH_2024/DiLightNet_Fine_grained_Lighting_Control_for_Diffusion_based_Image_Generation.pdf
Downloaded,,DreamMat: High-quality PBR Material Generation With Geometry- and Light-aware Diffusion Models,SIGGRAPH 2024,http://www.cad.zju.edu.cn/home/jin/Sig20242/DreamMat.htm,http://www.cad.zju.edu.cn/home/jin/Sig20242/DreamMat.htm,Technical Paper / Material Texture Generation and Painting,obsidian-vault/paperPDFs/SIGGRAPH_2024/DreamMat_High_quality_PBR_Material_Generation_With_Geometry_and_Light_aware_Diffusion_Models.pdf
Downloaded,,Efficient Position-based Deformable Colon Modeling for Endoscopic Procedures Simulation,SIGGRAPH 2024,https://www.inf.ufrgs.br/vislab/sig24/,https://www.inf.ufrgs.br/vislab/sig24/,Technical Paper / Simulating Deformation,obsidian-vault/paperPDFs/SIGGRAPH_2024/Efficient_Position_based_Deformable_Colon_Modeling_for_Endoscopic_Procedures_Simulation.pdf
Downloaded,,Fabric Tessellation: Realizing Freeform Surfaces by Smocking,SIGGRAPH 2024,https://igl.ethz.ch/projects/3dsmocking/,https://igl.ethz.ch/projects/3dsmocking/,Technical Paper / 3D Fabrication,obsidian-vault/paperPDFs/SIGGRAPH_2024/Fabric_Tessellation_Realizing_Freeform_Surfaces_by_Smocking.pdf
Downloaded,,Interactive Invigoration: Volumetric Modeling of Trees With Strands,SIGGRAPH 2024,https://storage.googleapis.com/pirk.io/projects/invigoration/index.html,https://storage.googleapis.com/pirk.io/projects/invigoration/index.html,Technical Paper / Procedural Geometry,obsidian-vault/paperPDFs/SIGGRAPH_2024/Interactive_Invigoration_Volumetric_Modeling_of_Trees_With_Strands.pdf
Downloaded,,Intrinsic Image Decomposition via Ordinal Shading,SIGGRAPH 2024,https://github.com/compphoto/Intrinsic,https://yaksoy.github.io/intrinsic/,TOG Paper / Lighting and Matting With Image Generation,obsidian-vault/paperPDFs/SIGGRAPH_2024/Intrinsic_Image_Decomposition_via_Ordinal_Shading.pdf
Downloaded,,Mob-FGSR: Frame Generation and Super Resolution for Mobile Real-time Rendering,SIGGRAPH 2024,http://www.cad.zju.edu.cn/home/jin/Sig20241/Mob-FGSR.htm,http://www.cad.zju.edu.cn/home/jin/Sig20241/Mob-FGSR.htm,"Technical Paper / Hair, Fabrics, and Super-Resolution",obsidian-vault/paperPDFs/SIGGRAPH_2024/Mob_FGSR_Frame_Generation_and_Super_Resolution_for_Mobile_Real_time_Rendering.pdf
Downloaded,,Multi-material Mesh-based Surface Tracking With Implicit Topology Changes,SIGGRAPH 2024,https://visualcomputing.ist.ac.at/publications/2024/SDTF/,https://visualcomputing.ist.ac.at/publications/2024/SDTF/,Technical Paper / Fluids and Flows,obsidian-vault/paperPDFs/SIGGRAPH_2024/Multi_material_Mesh_based_Surface_Tracking_With_Implicit_Topology_Changes.pdf
Downloaded,,N-Dimensional Gaussians for Fitting of High Dimensional Functions,SIGGRAPH 2024,https://www.sdiolatz.info/ndg-fitting/,https://www.sdiolatz.info/ndg-fitting/,Technical Paper / Radiance Field Processing,obsidian-vault/paperPDFs/SIGGRAPH_2024/N_Dimensional_Gaussians_for_Fitting_of_High_Dimensional_Functions.pdf
Downloaded,,Neural Slicer for Multi-axis 3D Printing,SIGGRAPH 2024,https://ryantaoliu.github.io/NeuralSlicer/,https://ryantaoliu.github.io/NeuralSlicer/,Technical Paper / 3D Fabrication,obsidian-vault/paperPDFs/SIGGRAPH_2024/Neural_Slicer_for_Multi_axis_3D_Printing.pdf
Downloaded,,Neural-assisted Homogenization of Yarn-level Cloth,SIGGRAPH 2024,,https://rullec.github.io/,Technical Paper / Cloth Simulation,obsidian-vault/paperPDFs/SIGGRAPH_2024/Neural_assisted_Homogenization_of_Yarn_level_Cloth.pdf
Downloaded,,Object-level Scene Deocclusion,SIGGRAPH 2024,https://arxiv.org/abs/2406.07706,https://arxiv.org/abs/2406.07706,Technical Paper / Controllable Image Generation and Completion,obsidian-vault/paperPDFs/SIGGRAPH_2024/Object_level_Scene_Deocclusion.pdf
Downloaded,,One Noise to Rule Them All: Learning a Unified Model of Spatially-Varying Noise Patterns,SIGGRAPH 2024,https://armanmaesumi.github.io/onenoise/,https://armanmaesumi.github.io/onenoise/,Technical Paper / Appearance Models,obsidian-vault/paperPDFs/SIGGRAPH_2024/One_Noise_to_Rule_Them_All_Learning_a_Unified_Model_of_Spatially_Varying_Noise_Patterns.pdf
Downloaded,,PEA-PODs: Perceptual Evaluation of Algorithms for Power Optimization in XR Displays,SIGGRAPH 2024,https://github.com/NYU-ICL/pea-pods,https://kenchen10.github.io/projects/sig24/index.html,"Technical Paper / VR, Eye Tracking, Perception",obsidian-vault/paperPDFs/SIGGRAPH_2024/PEA_PODs_Perceptual_Evaluation_of_Algorithms_for_Power_Optimization_in_XR_Displays.pdf
Downloaded,,Path-space Differentiable Rendering of Implicit Surfaces,SIGGRAPH 2024,https://shuangz.com/projects/psdr-sdf-sg24/,https://shuangz.com/projects/psdr-sdf-sg24/,Technical Paper / Differentiable Rendering,obsidian-vault/paperPDFs/SIGGRAPH_2024/Path_space_Differentiable_Rendering_of_Implicit_Surfaces.pdf
Downloaded,,Primal-dual Non-smooth Friction for Rigid Body Animation,SIGGRAPH 2024,https://visualcomputing.ist.ac.at/publications/2024/PDNSF/,https://visualcomputing.ist.ac.at/publications/2024/PDNSF/,Technical Paper / Simulation With Contact,obsidian-vault/paperPDFs/SIGGRAPH_2024/Primal_dual_Non_smooth_Friction_for_Rigid_Body_Animation.pdf
Downloaded,,Repulsive Shells,SIGGRAPH 2024,https://www.cs.cmu.edu/~kmcrane/Projects/RepulsiveShells/index.html,https://www.cs.cmu.edu/~kmcrane/Projects/RepulsiveShells/index.html,Technical Paper / Editing and Deformation,obsidian-vault/paperPDFs/SIGGRAPH_2024/Repulsive_Shells.pdf
Downloaded,,Robust Containment Queries Over Collections of Rational Parametric Curves via Generalized Winding Numbers,SIGGRAPH 2024,https://github.com/llnl/axom,https://arxiv.org/abs/2403.17371,Technical Paper / Vector Graphics,obsidian-vault/paperPDFs/SIGGRAPH_2024/Robust_Containment_Queries_Over_Collections_of_Rational_Parametric_Curves_via_Generalized_Winding_Numbers.pdf
Downloaded,,Scintilla: Simulating Combustible Vegetation for Wildfires,SIGGRAPH 2024,https://wp.faculty.wmi.amu.edu.pl/Scintilla.html,https://wp.faculty.wmi.amu.edu.pl/Scintilla.html,Technical Paper / Simulating Nature,obsidian-vault/paperPDFs/SIGGRAPH_2024/Scintilla_Simulating_Combustible_Vegetation_for_Wildfires.pdf
Downloaded,,SketchDream: Sketch-based Text-to-3D Generation and Editing,SIGGRAPH 2024,https://arxiv.org/abs/2405.06461,https://arxiv.org/abs/2405.06461,Technical Paper / Generative 3D Geometry,obsidian-vault/paperPDFs/SIGGRAPH_2024/SketchDream_Sketch_based_Text_to_3D_Generation_and_Editing.pdf
Downloaded,,Spin-It Faster: Quadrics Solve All Topology Optimization Problems That Depend Only on Mass Moments,SIGGRAPH 2024,https://visualcomputing.ist.ac.at/publications/2024/SIF/,https://visualcomputing.ist.ac.at/publications/2024/SIF/,Technical Paper / Geometric Modeling & Analysis,obsidian-vault/paperPDFs/SIGGRAPH_2024/Spin_It_Faster_Quadrics_Solve_All_Topology_Optimization_Problems_That_Depend_Only_on_Mass_Moments.pdf
Downloaded,,Target-aware Image Denoising for Inverse Monte Carlo Rendering,SIGGRAPH 2024,https://github.com/CGLab-GIST/target-aware-denoising,https://cglab.gist.ac.kr/sig24target/,"Technical Paper / Rendering, Denoising & Path Guiding",obsidian-vault/paperPDFs/SIGGRAPH_2024/Target_aware_Image_Denoising_for_Inverse_Monte_Carlo_Rendering.pdf
Downloaded,,TexSliders: Diffusion-based Texture Editing in CLIP Space,SIGGRAPH 2024,https://graphics.unizar.es/projects/TexSliders/,https://graphics.unizar.es/projects/TexSliders/,Technical Paper / Material Texture Generation and Painting,obsidian-vault/paperPDFs/SIGGRAPH_2024/TexSliders_Diffusion_based_Texture_Editing_in_CLIP_Space.pdf
Downloaded,,ThemeStation: Generating Theme-aware 3D Assets From Few Exemplars,SIGGRAPH 2024,https://github.com/3DTopia/ThemeStation,https://3dthemestation.github.io/,Technical Paper / Generative 3D Geometry,obsidian-vault/paperPDFs/SIGGRAPH_2024/ThemeStation_Generating_Theme_aware_3D_Assets_From_Few_Exemplars.pdf
Downloaded,,Theory of Human Tetrachromatic Color Experience and Printing,SIGGRAPH 2024,https://imjal.github.io/theory-of-tetrachromacy/,https://imjal.github.io/theory-of-tetrachromacy/,"Technical Paper / Perception, Image, Video",obsidian-vault/paperPDFs/SIGGRAPH_2024/Theory_of_Human_Tetrachromatic_Color_Experience_and_Printing.pdf
Downloaded,,Towards Motion Metamers for Foveated Rendering,SIGGRAPH 2024,https://www.pdf.inf.usi.ch/projects/MotionMetamers/index.html,https://www.pdf.inf.usi.ch/projects/MotionMetamers/index.html,"Technical Paper / VR, Eye Tracking, Perception",obsidian-vault/paperPDFs/SIGGRAPH_2024/Towards_Motion_Metamers_for_Foveated_Rendering.pdf
Downloaded,,"DeepJoin: Learning a Joint Occupancy, Signed Distance, and Normal Field Function for Shape Repair",SIGGRAPH ASIA 2022,https://nikwl.github.io/publication/2022-deepjoin/,https://nikwl.github.io/publication/2022-deepjoin/,Technical Paper / Reconstruction and Repair,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/DeepJoin_Learning_a_Joint_Occupancy_Signed_Distance_and_Normal_Field_Function_for_Shape_Repair.pdf
Downloaded,,DifferSketching: How Differently Do People Sketch 3D Objects?,SIGGRAPH ASIA 2022,https://github.com/chufengxiao/DifferSketching,https://chufengxiao.github.io/DifferSketching/,Technical Paper / Everything Interactive and Dynamic,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/DifferSketching_How_Differently_Do_People_Sketch_3D_Objects.pdf
Downloaded,,Differentiable Point-Based Radiance Fields for Efficient View Synthesis,SIGGRAPH ASIA 2022,https://arxiv.org/abs/2205.14330,https://arxiv.org/abs/2205.14330,Technical Paper / Differentiable Rendering,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Differentiable_Point_Based_Radiance_Fields_for_Efficient_View_Synthesis.pdf
Downloaded,,Differentiable Rendering of Neural SDFs through Reparameterization,SIGGRAPH ASIA 2022,https://people.csail.mit.edu/sbangaru/projects/dsdf-2022/index.html,https://people.csail.mit.edu/sbangaru/projects/dsdf-2022/index.html,Technical Paper / Differentiable Rendering,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Differentiable_Rendering_of_Neural_SDFs_through_Reparameterization.pdf
Downloaded,,Differentiable Simulation of Inertial Musculotendons,SIGGRAPH ASIA 2022,https://arxiv.org/abs/2202.02344,https://arxiv.org/abs/2202.02344,Technical Paper / Simulation of Everything,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Differentiable_Simulation_of_Inertial_Musculotendons.pdf
Downloaded,,"Display Size and Targeting Performance: Small Hurts, Large May Help",SIGGRAPH ASIA 2022,https://research.nvidia.com/publication/2022-12_display-size-and-targeting-performance-small-hurts-large-may-help,https://research.nvidia.com/publication/2022-12_display-size-and-targeting-performance-small-hurts-large-may-help,Technical Paper / Perception in VR and AR,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Display_Size_and_Targeting_Performance_Small_Hurts_Large_May_Help.pdf
Downloaded,,Dr.3D: Adapting 3D GANs to Artistic Drawings,SIGGRAPH ASIA 2022,https://jinwonjoon.github.io/dr3d/,https://jinwonjoon.github.io/dr3d/,Technical Paper / Image Generation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Dr_3D_Adapting_3D_GANs_to_Artistic_Drawings.pdf
Downloaded,,DynaGAN: Dynamic Few-shot Adaptation of GANs to Multiple Domains,SIGGRAPH ASIA 2022,https://bluegorae.github.io/dynagan/,https://bluegorae.github.io/dynagan/,Technical Paper / Image Generation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/DynaGAN_Dynamic_Few_shot_Adaptation_of_GANs_to_Multiple_Domains.pdf
Downloaded,,Efficient Neural Radiance Fields for Interactive Free-viewpoint Video,SIGGRAPH ASIA 2022,https://zju3dv.github.io/enerf/,https://zju3dv.github.io/enerf/,Technical Paper / Maps and Fields,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Efficient_Neural_Radiance_Fields_for_Interactive_Free_viewpoint_Video.pdf
Downloaded,,Efficient Neural Style Transfer for Volumetric Simulations,SIGGRAPH ASIA 2022,https://studios.disneyresearch.com/2022/11/30/efficient-neural-style-transfer-for-volumetric-simulations/,https://studios.disneyresearch.com/2022/11/30/efficient-neural-style-transfer-for-volumetric-simulations/,Technical Paper / Solids and Fluids,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Efficient_Neural_Style_Transfer_for_Volumetric_Simulations.pdf
Downloaded,,ElastoMonolith: A Monolithic Optimization-based Liquid Solver for Contact-Aware Elastic-Solid Coupling,SIGGRAPH ASIA 2022,https://tetsuya-takahashi.github.io/ElastoMonolith/,https://tetsuya-takahashi.github.io/ElastoMonolith/,Technical Paper / Solids and Fluids,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/ElastoMonolith_A_Monolithic_Optimization_based_Liquid_Solver_for_Contact_Aware_Elastic_Solid_Coupling.pdf
Downloaded,,Force-Aware Interface via Electromyography for Natural VR/AR Interaction,SIGGRAPH ASIA 2022,https://www.immersivecomputinglab.org/publication/force-aware-interface-via-electromyography-for-natural-vr-ar-interaction/,https://www.immersivecomputinglab.org/publication/force-aware-interface-via-electromyography-for-natural-vr-ar-interaction/,Technical Paper / VR and Interaction,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Force_Aware_Interface_via_Electromyography_for_Natural_VR_AR_Interaction.pdf
Downloaded,,Gaussian Blue Noise,SIGGRAPH ASIA 2022,https://arxiv.org/abs/2206.07798,https://arxiv.org/abs/2206.07798,Technical Paper / Sampling and Reconstruction,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Gaussian_Blue_Noise.pdf
Downloaded,,Gloss management for consistent reproduction of real and virtual objects,SIGGRAPH ASIA 2022,https://glossmanager.mpi-inf.mpg.de/,https://glossmanager.mpi-inf.mpg.de/,Technical Paper / Appearance Modeling and Capture,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Gloss_management_for_consistent_reproduction_of_real_and_virtual_objects.pdf
Downloaded,,Green Coordinates for Triquad Cages in 3D,SIGGRAPH ASIA 2022,https://perso.telecom-paristech.fr/boubek/papers/QGC/,https://perso.telecom-paristech.fr/boubek/papers/QGC/,Technical Paper / Maps and Fields,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Green_Coordinates_for_Triquad_Cages_in_3D.pdf
Downloaded,,Hidden Degrees of Freedom in Implicit Vortex Filaments,SIGGRAPH ASIA 2022,https://github.com/sdsgisd/ImplicitVortexFilaments,https://sadashigeishida.bitbucket.io/implicit_filaments/,Technical Paper / Fluid Simulation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Hidden_Degrees_of_Freedom_in_Implicit_Vortex_Filaments.pdf
Downloaded,,ICARUS: A Specialized Architecture for Neural Radiance Fields Rendering,SIGGRAPH ASIA 2022,https://arxiv.org/abs/2203.01414,https://arxiv.org/abs/2203.01414,Technical Paper / Rendering Systems,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/ICARUS_A_Specialized_Architecture_for_Neural_Radiance_Fields_Rendering.pdf
Downloaded,,Impact of correct and simulated focus cues on perceived realism,SIGGRAPH ASIA 2022,https://www.cl.cam.ac.uk/research/rainbow/projects/focus_cues/,https://www.cl.cam.ac.uk/research/rainbow/projects/focus_cues/,Technical Paper / Perception in VR and AR,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Impact_of_correct_and_simulated_focus_cues_on_perceived_realism.pdf
Downloaded,,Implicit Conversion of Manifold B-Rep Solids by Neural Halfspace Representation,SIGGRAPH ASIA 2022,https://github.com/guohaoxiang/NH-Rep,https://guohaoxiang.github.io/projects/nhrep.html,Technical Paper / Computer-Aided Design,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Implicit_Conversion_of_Manifold_B_Rep_Solids_by_Neural_Halfspace_Representation.pdf
Downloaded,,LayoutEnhancer: Generating Good Indoor Layouts from Imperfect Data,SIGGRAPH ASIA 2022,https://github.com/kleimerTU/HumanCentricLayouts,https://arxiv.org/abs/2202.00185,Technical Paper / Shape Generation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/LayoutEnhancer_Generating_Good_Indoor_Layouts_from_Imperfect_Data.pdf
Downloaded,,Look-Ahead Training with Learned Reflectance Loss for Single-Image SVBRDF Estimation,SIGGRAPH ASIA 2022,https://people.engr.tamu.edu/nimak/Papers/SIGAsia2022_LookAhead/index.html,https://people.engr.tamu.edu/nimak/Papers/SIGAsia2022_LookAhead/index.html,Technical Paper / Material and Rendering,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Look_Ahead_Training_with_Learned_Reflectance_Loss_for_Single_Image_SVBRDF_Estimation.pdf
Downloaded,,MIPNet: Neural Normal-to-Anisotropic-Roughness MIP mapping,SIGGRAPH ASIA 2022,https://perso.telecom-paristech.fr/boubek/papers/MIPNet/,https://perso.telecom-paristech.fr/boubek/papers/MIPNet/,Technical Paper / Appearance Modeling and Capture,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/MIPNet_Neural_Normal_to_Anisotropic_Roughness_MIP_mapping.pdf
Downloaded,,Marginal Multiple Importance Sampling,SIGGRAPH ASIA 2022,http://www.iliyan.com/publications/MarginalMIS,http://www.iliyan.com/publications/MarginalMIS,Technical Paper / Sampling and Reconstruction,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Marginal_Multiple_Importance_Sampling.pdf
Downloaded,,Metappearance: Meta-Learning for Visual Appearance Reproduction,SIGGRAPH ASIA 2022,https://github.com/mfischer-ucl/metappearance,https://mfischer-ucl.github.io/metappearance/,Technical Paper / Appearance Modeling and Capture,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Metappearance_Meta_Learning_for_Visual_Appearance_Reproduction.pdf
Downloaded,,MoRig: Motion-Aware Rigging of Character Meshes from Point Clouds,SIGGRAPH ASIA 2022,https://github.com/zhan-xu/MoRig,https://zhan-xu.github.io/motion-rig/,Technical Paper / Character Animation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/MoRig_Motion_Aware_Rigging_of_Character_Meshes_from_Point_Clouds.pdf
Downloaded,,Motion Guided Deep Dynamic 3D Garments,SIGGRAPH ASIA 2022,https://github.com/MengZephyr/Motion-Guided-Deep-Dynamic-3D-Garment,https://geometry.cs.ucl.ac.uk/projects/2022/MotionDeepGarment/,Technical Paper / Cloth and Hair Simulation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Motion_Guided_Deep_Dynamic_3D_Garments.pdf
Downloaded,,MyStyle: A Personalized Generative Prior,SIGGRAPH ASIA 2022,https://github.com/google/mystyle,https://mystyle-personalized-prior.github.io/,Technical Paper / Stylization and Colorization,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/MyStyle_A_Personalized_Generative_Prior.pdf
Downloaded,,Neural James-Stein Combiner for Unbiased and Biased Renderings,SIGGRAPH ASIA 2022,https://cglab.gist.ac.kr/sa22neuraljs/,https://cglab.gist.ac.kr/sa22neuraljs/,Technical Paper / Sampling and Reconstruction,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Neural_James_Stein_Combiner_for_Unbiased_and_Biased_Renderings.pdf
Downloaded,,Neural Parameterization for Dynamic Human Head Editing,SIGGRAPH ASIA 2022,https://arxiv.org/abs/2207.00210,https://arxiv.org/abs/2207.00210,Technical Paper / Rendering Systems,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Neural_Parameterization_for_Dynamic_Human_Head_Editing.pdf
Downloaded,,Neural Photo-Finishing,SIGGRAPH ASIA 2022,https://light.princeton.edu/publication/neural-photo-finishing/,https://light.princeton.edu/publication/neural-photo-finishing/,Technical Paper / Image Editing and Manipulation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Neural_Photo_Finishing.pdf
Downloaded,,Neural Point Catacaustics for Novel-View Synthesis of Reflections,SIGGRAPH ASIA 2022,https://repo-sam.inria.fr/fungraph/neural_catacaustics/,https://repo-sam.inria.fr/fungraph/neural_catacaustics/,"Technical Paper / Radiance Fields, Bases, and Probes",obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Neural_Point_Catacaustics_for_Novel_View_Synthesis_of_Reflections.pdf
Downloaded,,Neural Wavelet-domain Diffusion for 3D Shape Generation,SIGGRAPH ASIA 2022,https://arxiv.org/abs/2209.08725,https://arxiv.org/abs/2209.08725,Technical Paper / Shape Generation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Neural_Wavelet_domain_Diffusion_for_3D_Shape_Generation.pdf
Downloaded,,NeuralMarker: A Framework for Learning General Marker Correspondence,SIGGRAPH ASIA 2022,https://github.com/drinkingcoder/NeuralMarker,https://drinkingcoder.github.io/publication/neuralmarker/,Technical Paper / VR and Interaction,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/NeuralMarker_A_Framework_for_Learning_General_Marker_Correspondence.pdf
Downloaded,,NeuralRoom: Geometry-Constrained Neural Implicit Surfaces for Indoor Scene Reconstruction,SIGGRAPH ASIA 2022,https://arxiv.org/abs/2210.06853,https://arxiv.org/abs/2210.06853,Technical Paper / Reconstruction and Repair,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/NeuralRoom_Geometry_Constrained_Neural_Implicit_Surfaces_for_Indoor_Scene_Reconstruction.pdf
Downloaded,,Production-Ready Face Re-Aging for Visual Effects,SIGGRAPH ASIA 2022,https://studios.disneyresearch.com/2022/11/30/production-ready-face-re-aging-for-visual-effects/,https://studios.disneyresearch.com/2022/11/30/production-ready-face-re-aging-for-visual-effects/,Technical Paper / Image Editing and Manipulation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Production_Ready_Face_Re_Aging_for_Visual_Effects.pdf
Downloaded,,Progressive Simulation for Cloth Quasistatics,SIGGRAPH ASIA 2022,https://pcs-sim.github.io/,https://pcs-sim.github.io/,Technical Paper / Cloth and Hair Simulation,obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Progressive_Simulation_for_Cloth_Quasistatics.pdf
