paper_list_line,venue,paper_title,note,attempts
3760,SIGGRAPH 2022,Alpha-functions — Piecewise-linear Approximation From Noisy and Hermite Data,crossref_skipped,"[{""url"": ""https://www.cg.tu-berlin.de/research/projects/alpha-functions/"", ""source"": ""csv:paper_link"", ""result"": ""landing:http_404"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
3809,SIGGRAPH 2022,DeepVideoFaceEditing: Sketch-based Deep Editing of Face Videos,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=papers_116&sess=sess112"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=papers_116&sess=sess112 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
3758,SIGGRAPH 2022,"Affine Body Dynamics: Fast, Stable, and Intersection-free Simulation of Stiff Materials",crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=papers_169&sess=sess128"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=papers_169&sess=sess128 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
3833,SIGGRAPH 2022,Dynamic Vertex Hierarchies for View-dependent Progressive Meshes,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=pos_163&sess=sess246"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_163&sess=sess246 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
3884,SIGGRAPH 2022,In Situ Segmentation of Turbulent Flow With Topological Data Analysis,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=pos_248&sess=sess246"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_248&sess=sess246 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_http_429""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
3885,SIGGRAPH 2022,Inclusive Character Creator: A Showcase of Inclusive Design for 3D Character Creators,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=pos_125&sess=sess242"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_125&sess=sess242 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_error:ReadTimeout:HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=25)""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
3936,SIGGRAPH 2022,Optical Aberration Correction in Postprocessing Using Imaging Simulation,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=paperstog_143&sess=sess115"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=paperstog_143&sess=sess115 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_error:SSLError:HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=ti%3A%22Optical+Aberration+Correction+in+Postprocessing+Using+Imaging+Simulation%22&start=0&max_results=5 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4086,SIGGRAPH 2023,Computing the Singularities of Rational Parametric Surfaces Using Moving Planes,crossref_skipped,"[{""url"": ""https://s2023.siggraph.org/presentation/?id=paperstog_121&sess=sess137"", ""source"": ""csv:paper_link"", ""result"": ""landing:http_403"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_error:ReadTimeout:HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=25)""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4020,SIGGRAPH 2022,The Hierarchical Subspace Iteration Method for Laplace-Beltrami Eigenproblems,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=paperstog_141&sess=sess126"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=paperstog_141&sess=sess126 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_error:ReadTimeout:HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=25)""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4012,SIGGRAPH 2022,Subdivision Based Convolutional Networks,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=paperstog_121&sess=sess116"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=paperstog_121&sess=sess116 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_error:ReadTimeout:HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=25)""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4027,SIGGRAPH 2022,Typefaces Structural Transformations Regularized Using Differential Evolution for Personalized Visual Accessibility,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=pos_176&sess=sess240"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_176&sess=sess240 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_http_429""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4040,SIGGRAPH 2022,Which Cross Fields Can Be Quadrangulated? Global Parameterization From Prescribed Holonomy Signatures,crossref_skipped,"[{""url"": ""https://s2022.conference-schedule.org/presentation/?id=papers_827&sess=sess123"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='s2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=papers_827&sess=sess123 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_http_429""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4093,SIGGRAPH 2023,DE-NeRF: DEcoupled Neural Radiance Fields for View-consistent Appearance Editing and High-frequency Environmental Relighting,crossref_skipped,"[{""url"": ""http://geometrylearning.com/"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_http_429""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4160,SIGGRAPH 2023,Large-scale Terrain,crossref_skipped,"[{""url"": ""https://s2023.siggraph.org/presentation/?id=paperstog_101&sess=sess110"", ""source"": ""csv:paper_link"", ""result"": ""landing:http_403"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_http_429""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
3866,SIGGRAPH 2022,Go Green: General Regularized Green's Functions for Elasticity,crossref_skipped,"[{""url"": ""http://www.geometry.caltech.edu/pubs.html"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""186"", ""dois"": """"}, {""url"": ""https://geometry.caltech.edu/pubs/XWYDL26.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.39:content_type=application/pdf""}, {""url"": ""https://geometry.caltech.edu/pubs/PMLDA26.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.36:content_type=application/pdf""}, {""url"": ""https://geometry.caltech.edu/pubs/MZCF+26.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.40:content_type=application/pdf""}, {""url"": ""https://geometry.caltech.edu/pubs/MZCF+26_supp.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.37:content_type=application/pdf""}, {""url"": ""https://geometry.caltech.edu/pubs/FUDBB26.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.34:content_type=application/pdf""}, {""url"": ""https://geometry.caltech.edu/pubs/BCD25.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.39:content_type=application/pdf""}, {""url"": ""https://geometry.caltech.edu/pubs/BCD25_supp.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.50:content_type=application/pdf""}, {""url"": ""https://geometry.caltech.edu/pubs/WWQDL25.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.39:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_http_429""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4238,SIGGRAPH 2023,Somigliana Coordinates: An Elasticity-derived Approach for Cage Deformation,crossref_skipped,"[{""url"": ""https://jiongchen.github.io/"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""32"", ""dois"": """"}, {""url"": ""https://jiongchen.github.io/files/graphics_at_inria.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.39:content_type=application/pdf""}, {""url"": ""https://jiongchen.github.io/files/my_research_so_far.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.40:content_type=application/pdf""}, {""url"": ""https://jiongchen.github.io/files/sca_award_talk.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.35:content_type=application/pdf""}, {""url"": ""https://jiongchen.github.io/files/lubie-paper.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.43:content_type=application/pdf""}, {""url"": ""https://jiongchen.github.io/files/lubie-slides.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.27:content_type=application/pdf""}, {""url"": ""https://jiongchen.github.io/files/lubie-poster.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.35:content_type=application/pdf""}, {""url"": ""https://jiongchen.github.io/files/tornado-paper.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.35:content_type=application/pdf""}, {""url"": ""https://jiongchen.github.io/files/tornado-slides.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.40:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4255,SIGGRAPH 2023,The Statistics of Eye Movements and Binocular Disparities in VR Gaming Headsets Should Drive Headset Design,crossref_skipped,"[{""url"": ""https://dro.dur.ac.uk/36175/"", ""source"": ""csv:paper_link"", ""result"": ""landing:http_403"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4291,SIGGRAPH 2024,A Hierarchical 3D Gaussian Representation for Real-time Rendering of Very Large Scenes,crossref_skipped,"[{""url"": ""https://s2024.conference-program.org/presentation/?id=papers_367&sess=sess111"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4373,SIGGRAPH 2024,HQ3DAvatar: High Quality Implicit 3D Head Avatar,crossref_skipped,"[{""url"": ""https://s2024.conference-program.org/presentation/?id=paperstog_109&sess=sess122"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4556,SIGGRAPH ASIA 2022,BoolSurf : Boolean Operations on Surfaces,crossref_skipped,"[{""url"": ""https://pellacini.di.uniroma1.it/publications/boolsurf22/boolsurf22.html"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='pellacini.di.uniroma1.it', port=443): Max retries exceeded with url: /publications/boolsurf22/boolsurf22.html (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4560,SIGGRAPH ASIA 2022,Codeless Content Creator System: Anyone Can Make Their Own Mixed Reality Content Without Relying on Software Developer Tools,crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=pos_189&sess=sess201"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_189&sess=sess201 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_http_429""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4561,SIGGRAPH ASIA 2022,Cognitionaware automatic viewpoint selection in scenes with crowds of objects,crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=pos_218&sess=sess196"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_218&sess=sess196 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_error:ReadTimeout:HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=25)""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4562,SIGGRAPH ASIA 2022,Cohand VR: Towards A Shareable Immersive Experience via Wearable Gesture Interface between VR Audiences and External Audiences,crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=pos_157&sess=sess201"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_157&sess=sess201 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_http_429""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4564,SIGGRAPH ASIA 2022,Color LightField: Estimation of View-point Dependant Color Dispersion Pattern In Waveguide Display,crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=pos_184&sess=sess195"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_184&sess=sess195 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4572,SIGGRAPH ASIA 2022,Control VAE: Model-Based Learning of Generative Controllers for Physics-Based Characters,crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=papers_144&sess=sess154"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=papers_144&sess=sess154 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4573,SIGGRAPH ASIA 2022,"Cross-platforming ""School life metaverse"" user experience",crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=pos_198&sess=sess201"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_198&sess=sess201 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4615,SIGGRAPH ASIA 2022,Hanging Print: Plastic Extrusion for Catenary Weaving in Mid Air,crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=pos_162&sess=sess202"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_162&sess=sess202 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4619,SIGGRAPH ASIA 2022,HrtDown: Document Processor for Executable Linear Algebra Papers,crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=papers_310&sess=sess178"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=papers_310&sess=sess178 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4626,SIGGRAPH ASIA 2022,Improving Co-speech gesture rule-map generation via wild pose matching with gesture units,crossref_skipped,"[{""url"": ""https://sa2022.conference-schedule.org/presentation/?id=pos_171&sess=sess194"", ""source"": ""csv:paper_link"", ""result"": ""landing:error:SSLError:HTTPSConnectionPool(host='sa2022.conference-schedule.org', port=443): Max retries exceeded with url: /presentation/?id=pos_171&sess=sess194 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
